"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"NZL","GRADRATETRY","DOCTL_MEN","PC","A","2017",0.557,
"NZL","GRADRATETRY","DOCTL_MEN","PC","A","2018",0.428,
"NZL","GRADRATETRY","DOCTL_MEN","PC","A","2019",0.461,
"NZL","GRADRATETRY","DOCTL_WOMEN","PC","A","2005",0.364,
"NZL","GRADRATETRY","DOCTL_WOMEN","PC","A","2010",0.538,
"NZL","GRADRATETRY","DOCTL_WOMEN","PC","A","2011",0.516,
"NZL","GRADRATETRY","DOCTL_WOMEN","PC","A","2012",0.541,
"NZL","GRADRATETRY","DOCTL_WOMEN","PC","A","2013",0.525,
"NZL","GRADRATETRY","DOCTL_WOMEN","PC","A","2014",0.638,
"NZL","GRADRATETRY","DOCTL_WOMEN","PC","A","2015",0.634,
"NZL","GRADRATETRY","DOCTL_WOMEN","PC","A","2016",0.485,
"NZL","GRADRATETRY","DOCTL_WOMEN","PC","A","2017",0.535,
"NZL","GRADRATETRY","DOCTL_WOMEN","PC","A","2018",0.501,
"NZL","GRADRATETRY","DOCTL_WOMEN","PC","A","2019",0.425,
"NZL","GRADRATETRY","MSTR_MEN","PC","A","2005",2.758,
"NZL","GRADRATETRY","MSTR_MEN","PC","A","2010",3.003,
"NZL","GRADRATETRY","MSTR_MEN","PC","A","2011",3.506,
"NZL","GRADRATETRY","MSTR_MEN","PC","A","2012",3.426,
"NZL","GRADRATETRY","MSTR_MEN","PC","A","2013",2.96,
"NZL","GRADRATETRY","MSTR_MEN","PC","A","2014",2.904,
"NZL","GRADRATETRY","MSTR_MEN","PC","A","2015",2.837,
"NZL","GRADRATETRY","MSTR_MEN","PC","A","2016",2.958,
"NZL","GRADRATETRY","MSTR_MEN","PC","A","2017",2.898,
"NZL","GRADRATETRY","MSTR_MEN","PC","A","2018",3.162,
"NZL","GRADRATETRY","MSTR_MEN","PC","A","2019",2.867,
"NZL","GRADRATETRY","MSTR_WOMEN","PC","A","2005",3.022,
"NZL","GRADRATETRY","MSTR_WOMEN","PC","A","2010",3.32,
"NZL","GRADRATETRY","MSTR_WOMEN","PC","A","2011",3.815,
"NZL","GRADRATETRY","MSTR_WOMEN","PC","A","2012",3.749,
"NZL","GRADRATETRY","MSTR_WOMEN","PC","A","2013",3.418,
"NZL","GRADRATETRY","MSTR_WOMEN","PC","A","2014",3.467,
"NZL","GRADRATETRY","MSTR_WOMEN","PC","A","2015",4.211,
"NZL","GRADRATETRY","MSTR_WOMEN","PC","A","2016",4.114,
"NZL","GRADRATETRY","MSTR_WOMEN","PC","A","2017",4.25,
"NZL","GRADRATETRY","MSTR_WOMEN","PC","A","2018",4.573,
"NZL","GRADRATETRY","MSTR_WOMEN","PC","A","2019",4.553,
"NOR","GRADRATETRY","BACHR_MEN","PC","A","2005",18.61,
"NOR","GRADRATETRY","BACHR_MEN","PC","A","2010",21.468,
"NOR","GRADRATETRY","BACHR_MEN","PC","A","2011",24.258,
"NOR","GRADRATETRY","BACHR_MEN","PC","A","2012",23.128,
"NOR","GRADRATETRY","BACHR_MEN","PC","A","2013",21.598,
"NOR","GRADRATETRY","BACHR_MEN","PC","A","2014",23.022,
"NOR","GRADRATETRY","BACHR_MEN","PC","A","2015",22.837,
"NOR","GRADRATETRY","BACHR_MEN","PC","A","2016",23.334,
"NOR","GRADRATETRY","BACHR_MEN","PC","A","2017",26.479,
"NOR","GRADRATETRY","BACHR_MEN","PC","A","2018",26.699,
"NOR","GRADRATETRY","BACHR_MEN","PC","A","2019",28.261,
"NOR","GRADRATETRY","BACHR_WOMEN","PC","A","2005",35.269,
"NOR","GRADRATETRY","BACHR_WOMEN","PC","A","2010",38.839,
"NOR","GRADRATETRY","BACHR_WOMEN","PC","A","2011",42.593,
"NOR","GRADRATETRY","BACHR_WOMEN","PC","A","2012",39.255,
"NOR","GRADRATETRY","BACHR_WOMEN","PC","A","2013",37.824,
"NOR","GRADRATETRY","BACHR_WOMEN","PC","A","2014",40.007,
"NOR","GRADRATETRY","BACHR_WOMEN","PC","A","2015",40.68,
"NOR","GRADRATETRY","BACHR_WOMEN","PC","A","2016",42.387,
"NOR","GRADRATETRY","BACHR_WOMEN","PC","A","2017",45.158,
"NOR","GRADRATETRY","BACHR_WOMEN","PC","A","2018",46.656,
"NOR","GRADRATETRY","BACHR_WOMEN","PC","A","2019",46.796,
"NOR","GRADRATETRY","DOCTL_MEN","PC","A","2005",0.676,
"NOR","GRADRATETRY","DOCTL_MEN","PC","A","2010",0.57,
"NOR","GRADRATETRY","DOCTL_MEN","PC","A","2011",0.395,
"NOR","GRADRATETRY","DOCTL_MEN","PC","A","2012",0.597,
"NOR","GRADRATETRY","DOCTL_MEN","PC","A","2013",0.574,
"NOR","GRADRATETRY","DOCTL_MEN","PC","A","2014",0.618,
"NOR","GRADRATETRY","DOCTL_MEN","PC","A","2015",0.538,
"NOR","GRADRATETRY","DOCTL_MEN","PC","A","2016",0.538,
"NOR","GRADRATETRY","DOCTL_MEN","PC","A","2017",0.585,
"NOR","GRADRATETRY","DOCTL_MEN","PC","A","2018",0.513,
"NOR","GRADRATETRY","DOCTL_MEN","PC","A","2019",0.545,
"NOR","GRADRATETRY","DOCTL_WOMEN","PC","A","2005",0.446,
"NOR","GRADRATETRY","DOCTL_WOMEN","PC","A","2010",0.421,
"NOR","GRADRATETRY","DOCTL_WOMEN","PC","A","2011",0.304,
"NOR","GRADRATETRY","DOCTL_WOMEN","PC","A","2012",0.591,
"NOR","GRADRATETRY","DOCTL_WOMEN","PC","A","2013",0.594,
"NOR","GRADRATETRY","DOCTL_WOMEN","PC","A","2014",0.652,
"NOR","GRADRATETRY","DOCTL_WOMEN","PC","A","2015",0.541,
"NOR","GRADRATETRY","DOCTL_WOMEN","PC","A","2016",0.544,
"NOR","GRADRATETRY","DOCTL_WOMEN","PC","A","2017",0.553,
"NOR","GRADRATETRY","DOCTL_WOMEN","PC","A","2018",0.542,
"NOR","GRADRATETRY","DOCTL_WOMEN","PC","A","2019",0.578,
"NOR","GRADRATETRY","MSTR_MEN","PC","A","2005",9.862,
"NOR","GRADRATETRY","MSTR_MEN","PC","A","2010",11.566,
"NOR","GRADRATETRY","MSTR_MEN","PC","A","2011",13.888,
"NOR","GRADRATETRY","MSTR_MEN","PC","A","2012",12.279,
"NOR","GRADRATETRY","MSTR_MEN","PC","A","2013",10.511,
"NOR","GRADRATETRY","MSTR_MEN","PC","A","2014",10.827,
"NOR","GRADRATETRY","MSTR_MEN","PC","A","2015",11.249,
"NOR","GRADRATETRY","MSTR_MEN","PC","A","2016",10.705,
"NOR","GRADRATETRY","MSTR_MEN","PC","A","2017",12.758,
"NOR","GRADRATETRY","MSTR_MEN","PC","A","2018",12.771,
"NOR","GRADRATETRY","MSTR_MEN","PC","A","2019",13.403,
"NOR","GRADRATETRY","MSTR_WOMEN","PC","A","2005",10.153,
"NOR","GRADRATETRY","MSTR_WOMEN","PC","A","2010",12.7,
"NOR","GRADRATETRY","MSTR_WOMEN","PC","A","2011",15.405,
"NOR","GRADRATETRY","MSTR_WOMEN","PC","A","2012",14.677,
"NOR","GRADRATETRY","MSTR_WOMEN","PC","A","2013",14.213,
"NOR","GRADRATETRY","MSTR_WOMEN","PC","A","2014",14.419,
"NOR","GRADRATETRY","MSTR_WOMEN","PC","A","2015",14.357,
"NOR","GRADRATETRY","MSTR_WOMEN","PC","A","2016",14.87,
"NOR","GRADRATETRY","MSTR_WOMEN","PC","A","2017",16.331,
"NOR","GRADRATETRY","MSTR_WOMEN","PC","A","2018",17.072,
"NOR","GRADRATETRY","MSTR_WOMEN","PC","A","2019",18.164,
"PRT","GRADRATETRY","BACHR_MEN","PC","A","2011",20.971,
"PRT","GRADRATETRY","BACHR_MEN","PC","A","2012",21.629,
"PRT","GRADRATETRY","BACHR_MEN","PC","A","2013",22.536,
"PRT","GRADRATETRY","BACHR_MEN","PC","A","2014",22.121,
"PRT","GRADRATETRY","BACHR_MEN","PC","A","2015",22.537,
"PRT","GRADRATETRY","BACHR_MEN","PC","A","2016",22.563,
"PRT","GRADRATETRY","BACHR_MEN","PC","A","2017",24.062,
"PRT","GRADRATETRY","BACHR_MEN","PC","A","2018",25.532,
"PRT","GRADRATETRY","BACHR_MEN","PC","A","2019",25.745,
"PRT","GRADRATETRY","BACHR_WOMEN","PC","A","2011",37.031,
"PRT","GRADRATETRY","BACHR_WOMEN","PC","A","2012",37.923,
"PRT","GRADRATETRY","BACHR_WOMEN","PC","A","2013",38.299,
"PRT","GRADRATETRY","BACHR_WOMEN","PC","A","2014",37.763,
"PRT","GRADRATETRY","BACHR_WOMEN","PC","A","2015",38.114,
"PRT","GRADRATETRY","BACHR_WOMEN","PC","A","2016",38.181,
"PRT","GRADRATETRY","BACHR_WOMEN","PC","A","2017",39.721,
"PRT","GRADRATETRY","BACHR_WOMEN","PC","A","2018",42.529,
"PRT","GRADRATETRY","BACHR_WOMEN","PC","A","2019",41.619,
"PRT","GRADRATETRY","DOCTL_MEN","PC","A","2011",0.41,
"PRT","GRADRATETRY","DOCTL_MEN","PC","A","2012",0.41,
"PRT","GRADRATETRY","DOCTL_MEN","PC","A","2013",0.589,
"PRT","GRADRATETRY","DOCTL_MEN","PC","A","2014",0.611,
"PRT","GRADRATETRY","DOCTL_MEN","PC","A","2015",0.518,
"PRT","GRADRATETRY","DOCTL_MEN","PC","A","2016",0.557,
"PRT","GRADRATETRY","DOCTL_MEN","PC","A","2017",0.516,
"PRT","GRADRATETRY","DOCTL_MEN","PC","A","2018",0.545,
"PRT","GRADRATETRY","DOCTL_MEN","PC","A","2019",0.525,
"PRT","GRADRATETRY","DOCTL_WOMEN","PC","A","2011",0.522,
"PRT","GRADRATETRY","DOCTL_WOMEN","PC","A","2012",0.4,
"PRT","GRADRATETRY","DOCTL_WOMEN","PC","A","2013",0.77,
"PRT","GRADRATETRY","DOCTL_WOMEN","PC","A","2014",0.752,
"PRT","GRADRATETRY","DOCTL_WOMEN","PC","A","2015",0.624,
"PRT","GRADRATETRY","DOCTL_WOMEN","PC","A","2016",0.741,
"PRT","GRADRATETRY","DOCTL_WOMEN","PC","A","2017",0.723,
"PRT","GRADRATETRY","DOCTL_WOMEN","PC","A","2018",0.703,
"PRT","GRADRATETRY","DOCTL_WOMEN","PC","A","2019",0.661,
"PRT","GRADRATETRY","MSTR_MEN","PC","A","2011",10.889,
"PRT","GRADRATETRY","MSTR_MEN","PC","A","2012",12.3,
"PRT","GRADRATETRY","MSTR_MEN","PC","A","2013",12.856,
"PRT","GRADRATETRY","MSTR_MEN","PC","A","2014",12.768,
"PRT","GRADRATETRY","MSTR_MEN","PC","A","2015",11.752,
"PRT","GRADRATETRY","MSTR_MEN","PC","A","2016",11.576,
"PRT","GRADRATETRY","MSTR_MEN","PC","A","2017",13.655,
"PRT","GRADRATETRY","MSTR_MEN","PC","A","2018",14.194,
"PRT","GRADRATETRY","MSTR_MEN","PC","A","2019",14.362,
"PRT","GRADRATETRY","MSTR_WOMEN","PC","A","2011",15.866,
"PRT","GRADRATETRY","MSTR_WOMEN","PC","A","2012",19.333,
"PRT","GRADRATETRY","MSTR_WOMEN","PC","A","2013",19.777,
"PRT","GRADRATETRY","MSTR_WOMEN","PC","A","2014",19.657,
"PRT","GRADRATETRY","MSTR_WOMEN","PC","A","2015",17.74,
"PRT","GRADRATETRY","MSTR_WOMEN","PC","A","2016",16.368,
"PRT","GRADRATETRY","MSTR_WOMEN","PC","A","2017",20.027,
"PRT","GRADRATETRY","MSTR_WOMEN","PC","A","2018",20.958,
"PRT","GRADRATETRY","MSTR_WOMEN","PC","A","2019",21.521,
"SVK","GRADRATETRY","BACHR_MEN","PC","A","2016",21.964,
"SVK","GRADRATETRY","BACHR_MEN","PC","A","2017",20.522,
"SVK","GRADRATETRY","BACHR_MEN","PC","A","2018",19.738,
"SVK","GRADRATETRY","BACHR_MEN","PC","A","2019",18.922,
"SVK","GRADRATETRY","BACHR_WOMEN","PC","A","2016",38.707,
"SVK","GRADRATETRY","BACHR_WOMEN","PC","A","2017",35.978,
"SVK","GRADRATETRY","BACHR_WOMEN","PC","A","2018",34.53,
"SVK","GRADRATETRY","BACHR_WOMEN","PC","A","2019",31.333,
"SVK","GRADRATETRY","DOCTL_MEN","PC","A","2013",1.613,
"SVK","GRADRATETRY","DOCTL_MEN","PC","A","2014",1.755,
"SVK","GRADRATETRY","DOCTL_MEN","PC","A","2015",1.596,
"SVK","GRADRATETRY","DOCTL_MEN","PC","A","2016",1.415,
"SVK","GRADRATETRY","DOCTL_MEN","PC","A","2017",1.374,
"SVK","GRADRATETRY","DOCTL_MEN","PC","A","2018",1.212,
"SVK","GRADRATETRY","DOCTL_MEN","PC","A","2019",1.172,
"SVK","GRADRATETRY","DOCTL_WOMEN","PC","A","2013",1.949,
"SVK","GRADRATETRY","DOCTL_WOMEN","PC","A","2014",1.974,
"SVK","GRADRATETRY","DOCTL_WOMEN","PC","A","2015",1.793,
"SVK","GRADRATETRY","DOCTL_WOMEN","PC","A","2016",1.747,
"SVK","GRADRATETRY","DOCTL_WOMEN","PC","A","2017",1.491,
"SVK","GRADRATETRY","DOCTL_WOMEN","PC","A","2018",1.363,
"SVK","GRADRATETRY","DOCTL_WOMEN","PC","A","2019",1.284,
"SVK","GRADRATETRY","MSTR_MEN","PC","A","2013",23.093,
"SVK","GRADRATETRY","MSTR_MEN","PC","A","2014",22.549,
"SVK","GRADRATETRY","MSTR_MEN","PC","A","2015",21.497,
"SVK","GRADRATETRY","MSTR_MEN","PC","A","2016",20.291,
"SVK","GRADRATETRY","MSTR_MEN","PC","A","2017",20.028,
"SVK","GRADRATETRY","MSTR_MEN","PC","A","2018",18.3,
"SVK","GRADRATETRY","MSTR_MEN","PC","A","2019",17.928,
"SVK","GRADRATETRY","MSTR_WOMEN","PC","A","2013",39.395,
"SVK","GRADRATETRY","MSTR_WOMEN","PC","A","2014",37.491,
"SVK","GRADRATETRY","MSTR_WOMEN","PC","A","2015",35.64,
"SVK","GRADRATETRY","MSTR_WOMEN","PC","A","2016",34.623,
"SVK","GRADRATETRY","MSTR_WOMEN","PC","A","2017",35.41,
"SVK","GRADRATETRY","MSTR_WOMEN","PC","A","2018",31.223,
"SVK","GRADRATETRY","MSTR_WOMEN","PC","A","2019",30.832,
"ESP","GRADRATETRY","BACHR_MEN","PC","A","2013",11.745,
"ESP","GRADRATETRY","BACHR_MEN","PC","A","2014",17.31,
"ESP","GRADRATETRY","BACHR_MEN","PC","A","2015",21.765,
"ESP","GRADRATETRY","BACHR_MEN","PC","A","2016",23.815,
"ESP","GRADRATETRY","BACHR_MEN","PC","A","2017",25.08,
"ESP","GRADRATETRY","BACHR_MEN","PC","A","2018",25.269,
"ESP","GRADRATETRY","BACHR_MEN","PC","A","2019",25.449,
"ESP","GRADRATETRY","BACHR_WOMEN","PC","A","2013",18.722,
"ESP","GRADRATETRY","BACHR_WOMEN","PC","A","2014",29.247,
"ESP","GRADRATETRY","BACHR_WOMEN","PC","A","2015",34.871,
"ESP","GRADRATETRY","BACHR_WOMEN","PC","A","2016",37.323,
"ESP","GRADRATETRY","BACHR_WOMEN","PC","A","2017",38.165,
"ESP","GRADRATETRY","BACHR_WOMEN","PC","A","2018",38.579,
"ESP","GRADRATETRY","BACHR_WOMEN","PC","A","2019",38.482,
"ESP","GRADRATETRY","DOCTL_MEN","PC","A","2019",0.872,
"ESP","GRADRATETRY","DOCTL_WOMEN","PC","A","2019",1.039,
"ESP","GRADRATETRY","MSTR_MEN","PC","A","2013",16.051,
"ESP","GRADRATETRY","MSTR_MEN","PC","A","2014",14.656,
"ESP","GRADRATETRY","MSTR_MEN","PC","A","2015",12.44,
"ESP","GRADRATETRY","MSTR_MEN","PC","A","2016",12.402,
"ESP","GRADRATETRY","MSTR_MEN","PC","A","2017",12.674,
"ESP","GRADRATETRY","MSTR_MEN","PC","A","2018",12.801,
"ESP","GRADRATETRY","MSTR_MEN","PC","A","2019",12.943,
"ESP","GRADRATETRY","MSTR_WOMEN","PC","A","2013",22.708,
"ESP","GRADRATETRY","MSTR_WOMEN","PC","A","2014",19.321,
"ESP","GRADRATETRY","MSTR_WOMEN","PC","A","2015",16.614,
"ESP","GRADRATETRY","MSTR_WOMEN","PC","A","2016",17.529,
"ESP","GRADRATETRY","MSTR_WOMEN","PC","A","2017",18.538,
"ESP","GRADRATETRY","MSTR_WOMEN","PC","A","2018",20.246,
"ESP","GRADRATETRY","MSTR_WOMEN","PC","A","2019",19.52,
"SWE","GRADRATETRY","BACHR_MEN","PC","A","2010",7.661,
"SWE","GRADRATETRY","BACHR_MEN","PC","A","2013",11.516,
"SWE","GRADRATETRY","BACHR_MEN","PC","A","2014",11.882,
"SWE","GRADRATETRY","BACHR_MEN","PC","A","2015",11.512,
"SWE","GRADRATETRY","BACHR_MEN","PC","A","2016",11.588,
"SWE","GRADRATETRY","BACHR_MEN","PC","A","2017",11.116,
"SWE","GRADRATETRY","BACHR_MEN","PC","A","2018",11.328,
"SWE","GRADRATETRY","BACHR_MEN","PC","A","2019",11.343,
"SWE","GRADRATETRY","BACHR_WOMEN","PC","A","2010",20.176,
"SWE","GRADRATETRY","BACHR_WOMEN","PC","A","2013",24.999,
"SWE","GRADRATETRY","BACHR_WOMEN","PC","A","2014",26.057,
"SWE","GRADRATETRY","BACHR_WOMEN","PC","A","2015",24.973,
"SWE","GRADRATETRY","BACHR_WOMEN","PC","A","2016",25.887,
"SWE","GRADRATETRY","BACHR_WOMEN","PC","A","2017",24.432,
"SWE","GRADRATETRY","BACHR_WOMEN","PC","A","2018",24.595,
"SWE","GRADRATETRY","BACHR_WOMEN","PC","A","2019",24.485,
"SWE","GRADRATETRY","DOCTL_MEN","PC","A","2013",1.072,
"SWE","GRADRATETRY","DOCTL_MEN","PC","A","2014",0.857,
"SWE","GRADRATETRY","DOCTL_MEN","PC","A","2015",0.827,
"SWE","GRADRATETRY","DOCTL_MEN","PC","A","2016",0.672,
"SWE","GRADRATETRY","DOCTL_MEN","PC","A","2017",0.657,
"SWE","GRADRATETRY","DOCTL_MEN","PC","A","2018",0.532,
"SWE","GRADRATETRY","DOCTL_MEN","PC","A","2019",0.593,
"SWE","GRADRATETRY","DOCTL_WOMEN","PC","A","2013",0.913,
"SWE","GRADRATETRY","DOCTL_WOMEN","PC","A","2014",0.822,
"SWE","GRADRATETRY","DOCTL_WOMEN","PC","A","2015",0.676,
"SWE","GRADRATETRY","DOCTL_WOMEN","PC","A","2016",0.649,
"SWE","GRADRATETRY","DOCTL_WOMEN","PC","A","2017",0.578,
"SWE","GRADRATETRY","DOCTL_WOMEN","PC","A","2018",0.519,
"SWE","GRADRATETRY","DOCTL_WOMEN","PC","A","2019",0.512,
"SWE","GRADRATETRY","MSTR_MEN","PC","A","2010",10.814,
"SWE","GRADRATETRY","MSTR_MEN","PC","A","2013",10.384,
"SWE","GRADRATETRY","MSTR_MEN","PC","A","2014",10.554,
"SWE","GRADRATETRY","MSTR_MEN","PC","A","2015",11.273,
"SWE","GRADRATETRY","MSTR_MEN","PC","A","2016",10.635,
"SWE","GRADRATETRY","MSTR_MEN","PC","A","2017",9.642,
"SWE","GRADRATETRY","MSTR_MEN","PC","A","2018",9.912,
"SWE","GRADRATETRY","MSTR_MEN","PC","A","2019",9.977,
"SWE","GRADRATETRY","MSTR_WOMEN","PC","A","2010",14.32,
"SWE","GRADRATETRY","MSTR_WOMEN","PC","A","2013",13.345,
"SWE","GRADRATETRY","MSTR_WOMEN","PC","A","2014",14.053,
"SWE","GRADRATETRY","MSTR_WOMEN","PC","A","2015",14.523,
"SWE","GRADRATETRY","MSTR_WOMEN","PC","A","2016",14.703,
"SWE","GRADRATETRY","MSTR_WOMEN","PC","A","2017",14.042,
"SWE","GRADRATETRY","MSTR_WOMEN","PC","A","2018",14.746,
"SWE","GRADRATETRY","MSTR_WOMEN","PC","A","2019",14.838,
"CHE","GRADRATETRY","BACHR_MEN","PC","A","2011",29.917,
"CHE","GRADRATETRY","BACHR_MEN","PC","A","2012",31.493,
"CHE","GRADRATETRY","BACHR_MEN","PC","A","2013",31.66,
"CHE","GRADRATETRY","BACHR_MEN","PC","A","2014",32.534,
"CHE","GRADRATETRY","BACHR_MEN","PC","A","2015",32.942,
"CHE","GRADRATETRY","BACHR_MEN","PC","A","2016",31.9,
"CHE","GRADRATETRY","BACHR_MEN","PC","A","2017",32.436,
"CHE","GRADRATETRY","BACHR_MEN","PC","A","2018",32.59,
"CHE","GRADRATETRY","BACHR_MEN","PC","A","2019",33.037,
"CHE","GRADRATETRY","BACHR_WOMEN","PC","A","2011",30.121,
"CHE","GRADRATETRY","BACHR_WOMEN","PC","A","2012",32.592,
"CHE","GRADRATETRY","BACHR_WOMEN","PC","A","2013",34.159,
"CHE","GRADRATETRY","BACHR_WOMEN","PC","A","2014",35.612,
"CHE","GRADRATETRY","BACHR_WOMEN","PC","A","2015",35.89,
"CHE","GRADRATETRY","BACHR_WOMEN","PC","A","2016",36.077,
"CHE","GRADRATETRY","BACHR_WOMEN","PC","A","2017",37.007,
"CHE","GRADRATETRY","BACHR_WOMEN","PC","A","2018",38.47,
"CHE","GRADRATETRY","BACHR_WOMEN","PC","A","2019",39.519,
"CHE","GRADRATETRY","DOCTL_MEN","PC","A","2005",1.845,
"CHE","GRADRATETRY","DOCTL_MEN","PC","A","2010",1.633,
"CHE","GRADRATETRY","DOCTL_MEN","PC","A","2011",1.382,
"CHE","GRADRATETRY","DOCTL_MEN","PC","A","2012",1.493,
"CHE","GRADRATETRY","DOCTL_MEN","PC","A","2013",1.28,
"CHE","GRADRATETRY","DOCTL_MEN","PC","A","2014",1.31,
"CHE","GRADRATETRY","DOCTL_MEN","PC","A","2015",1.232,
"CHE","GRADRATETRY","DOCTL_MEN","PC","A","2016",1.178,
"CHE","GRADRATETRY","DOCTL_MEN","PC","A","2017",1.263,
"CHE","GRADRATETRY","DOCTL_MEN","PC","A","2018",1.247,
"CHE","GRADRATETRY","DOCTL_MEN","PC","A","2019",1.262,
"CHE","GRADRATETRY","DOCTL_WOMEN","PC","A","2005",1.052,
"CHE","GRADRATETRY","DOCTL_WOMEN","PC","A","2010",1.321,
"CHE","GRADRATETRY","DOCTL_WOMEN","PC","A","2011",1.232,
"CHE","GRADRATETRY","DOCTL_WOMEN","PC","A","2012",1.175,
"CHE","GRADRATETRY","DOCTL_WOMEN","PC","A","2013",1.164,
"CHE","GRADRATETRY","DOCTL_WOMEN","PC","A","2014",1.11,
"CHE","GRADRATETRY","DOCTL_WOMEN","PC","A","2015",1.106,
"CHE","GRADRATETRY","DOCTL_WOMEN","PC","A","2016",1.054,
"CHE","GRADRATETRY","DOCTL_WOMEN","PC","A","2017",1.08,
"CHE","GRADRATETRY","DOCTL_WOMEN","PC","A","2018",1.121,
"CHE","GRADRATETRY","DOCTL_WOMEN","PC","A","2019",1.109,
"CHE","GRADRATETRY","MSTR_MEN","PC","A","2005",12.5,
"CHE","GRADRATETRY","MSTR_MEN","PC","A","2010",11.452,
"CHE","GRADRATETRY","MSTR_MEN","PC","A","2011",11.552,
"CHE","GRADRATETRY","MSTR_MEN","PC","A","2012",11.37,
"CHE","GRADRATETRY","MSTR_MEN","PC","A","2013",11.434,
"CHE","GRADRATETRY","MSTR_MEN","PC","A","2014",11.841,
"CHE","GRADRATETRY","MSTR_MEN","PC","A","2015",11.985,
"CHE","GRADRATETRY","MSTR_MEN","PC","A","2016",11.874,
"CHE","GRADRATETRY","MSTR_MEN","PC","A","2017",12.145,
"CHE","GRADRATETRY","MSTR_MEN","PC","A","2018",12.271,
"CHE","GRADRATETRY","MSTR_MEN","PC","A","2019",12.245,
"CHE","GRADRATETRY","MSTR_WOMEN","PC","A","2005",9.474,
"CHE","GRADRATETRY","MSTR_WOMEN","PC","A","2010",10.621,
"CHE","GRADRATETRY","MSTR_WOMEN","PC","A","2011",10.61,
"CHE","GRADRATETRY","MSTR_WOMEN","PC","A","2012",10.734,
"CHE","GRADRATETRY","MSTR_WOMEN","PC","A","2013",10.988,
"CHE","GRADRATETRY","MSTR_WOMEN","PC","A","2014",11.203,
"CHE","GRADRATETRY","MSTR_WOMEN","PC","A","2015",11.389,
"CHE","GRADRATETRY","MSTR_WOMEN","PC","A","2016",11.604,
"CHE","GRADRATETRY","MSTR_WOMEN","PC","A","2017",11.648,
"CHE","GRADRATETRY","MSTR_WOMEN","PC","A","2018",11.8,
"CHE","GRADRATETRY","MSTR_WOMEN","PC","A","2019",12.19,
"TUR","GRADRATETRY","BACHR_MEN","PC","A","2014",25.814,
"TUR","GRADRATETRY","BACHR_MEN","PC","A","2015",29.107,
"TUR","GRADRATETRY","BACHR_MEN","PC","A","2016",26.913,
"TUR","GRADRATETRY","BACHR_MEN","PC","A","2017",26.145,
"TUR","GRADRATETRY","BACHR_MEN","PC","A","2018",26.51,
"TUR","GRADRATETRY","BACHR_MEN","PC","A","2019",26.828,
"TUR","GRADRATETRY","BACHR_WOMEN","PC","A","2014",28.144,
"TUR","GRADRATETRY","BACHR_WOMEN","PC","A","2015",31.373,
"TUR","GRADRATETRY","BACHR_WOMEN","PC","A","2016",30.026,
"TUR","GRADRATETRY","BACHR_WOMEN","PC","A","2017",31.183,
"TUR","GRADRATETRY","BACHR_WOMEN","PC","A","2018",31.732,
"TUR","GRADRATETRY","BACHR_WOMEN","PC","A","2019",33.256,
"TUR","GRADRATETRY","DOCTL_MEN","PC","A","2014",0.197,
"TUR","GRADRATETRY","DOCTL_MEN","PC","A","2015",0.236,
"TUR","GRADRATETRY","DOCTL_MEN","PC","A","2016",0.266,
"TUR","GRADRATETRY","DOCTL_MEN","PC","A","2017",0.242,
"TUR","GRADRATETRY","DOCTL_MEN","PC","A","2018",0.302,
"TUR","GRADRATETRY","DOCTL_MEN","PC","A","2019",0.263,
"TUR","GRADRATETRY","DOCTL_WOMEN","PC","A","2014",0.231,
"TUR","GRADRATETRY","DOCTL_WOMEN","PC","A","2015",0.267,
"TUR","GRADRATETRY","DOCTL_WOMEN","PC","A","2016",0.296,
"TUR","GRADRATETRY","DOCTL_WOMEN","PC","A","2017",0.316,
"TUR","GRADRATETRY","DOCTL_WOMEN","PC","A","2018",0.343,
"TUR","GRADRATETRY","DOCTL_WOMEN","PC","A","2019",0.318,
"TUR","GRADRATETRY","MSTR_MEN","PC","A","2014",3.022,
"TUR","GRADRATETRY","MSTR_MEN","PC","A","2015",3.425,
"TUR","GRADRATETRY","MSTR_MEN","PC","A","2016",3.467,
"TUR","GRADRATETRY","MSTR_MEN","PC","A","2017",0.817,
"TUR","GRADRATETRY","MSTR_MEN","PC","A","2018",0.864,
"TUR","GRADRATETRY","MSTR_MEN","PC","A","2019",5.65,
"TUR","GRADRATETRY","MSTR_WOMEN","PC","A","2014",2.824,
"TUR","GRADRATETRY","MSTR_WOMEN","PC","A","2015",3.244,
"TUR","GRADRATETRY","MSTR_WOMEN","PC","A","2016",3.433,
"TUR","GRADRATETRY","MSTR_WOMEN","PC","A","2017",0.978,
"TUR","GRADRATETRY","MSTR_WOMEN","PC","A","2018",1.104,
"TUR","GRADRATETRY","MSTR_WOMEN","PC","A","2019",6.796,
"GBR","GRADRATETRY","BACHR_MEN","PC","A","2013",29,
"GBR","GRADRATETRY","BACHR_MEN","PC","A","2014",33.291,
"GBR","GRADRATETRY","BACHR_MEN","PC","A","2015",28.391,
"GBR","GRADRATETRY","BACHR_MEN","PC","A","2016",29.021,
"GBR","GRADRATETRY","BACHR_MEN","PC","A","2017",30.369,
"GBR","GRADRATETRY","BACHR_MEN","PC","A","2018",30.593,
"GBR","GRADRATETRY","BACHR_MEN","PC","A","2019",31.39,
